Wall time,Step,Value
1569094847.3585148,1,2.3051154613494873
1569094854.340665,101,2.2348618507385254
1569094861.183367,201,1.978702425956726
1569094868.1913543,301,1.027799129486084
1569094875.1186917,401,0.5169721245765686
1569094882.1636736,501,0.3924458622932434
1569094889.250975,601,0.3322399854660034
1569094896.3065643,701,0.2815859317779541
1569094903.1946692,801,0.2548914849758148
1569094911.1626186,845,0.23728129267692566
1569094918.0840764,945,0.2219225913286209
1569094925.07937,1045,0.20619527995586395
1569094932.099206,1145,0.19348157942295074
1569094939.2518108,1245,0.1786356419324875
1569094946.303019,1345,0.1761160045862198
1569094953.372231,1445,0.1598937064409256
1569094960.3079877,1545,0.14803557097911835
1569094967.4771953,1645,0.15422788262367249
1569094975.2793846,1689,0.1413251906633377
1569094982.4748974,1789,0.1368931233882904
1569094989.816161,1889,0.12816676497459412
1569094997.1421757,1989,0.12907721102237701
1569095004.2130024,2089,0.1156449019908905
1569095011.508283,2189,0.12023398280143738
1569095018.7294302,2289,0.10672276467084885
1569095025.9895668,2389,0.10711900144815445
1569095033.090542,2489,0.10134338587522507
1569095041.054549,2533,0.10306482017040253
1569095048.196499,2633,0.10567335784435272
1569095055.2069645,2733,0.09832941740751266
1569095062.4170477,2833,0.09310120344161987
1569095069.4956887,2933,0.08957790583372116
1569095076.657995,3033,0.08629325777292252
1569095083.9532683,3133,0.0887405276298523
1569095091.0881252,3233,0.08639645576477051
1569095098.1801538,3333,0.0803624764084816
1569095106.2610877,3377,0.0790226086974144
1569095113.587376,3477,0.08171279728412628
1569095120.9408307,3577,0.07614218443632126
1569095128.368746,3677,0.07724811881780624
1569095136.0759246,3777,0.08220174908638
1569095143.8261986,3877,0.07216230779886246
1569095152.0901034,3977,0.07091164588928223
1569095159.9144983,4077,0.06976034492254257
1569095167.3021114,4177,0.07658369094133377
1569095175.4511902,4221,0.07300031185150146
1569095182.8779576,4321,0.07949718832969666
1569095190.4989805,4421,0.0739065483212471
1569095198.49204,4521,0.06665609031915665
1569095206.3659832,4621,0.07142794132232666
1569095214.2636619,4721,0.06567122042179108
1569095221.953846,4821,0.06705138832330704
1569095229.109578,4921,0.06600914895534515
1569095236.6442323,5021,0.06773711740970612
1569095244.6117854,5065,0.0634453296661377
1569095251.7557597,5165,0.0667666420340538
1569095258.9618964,5265,0.062172211706638336
1569095266.0342464,5365,0.0622728206217289
1569095273.3746169,5465,0.06266101449728012
1569095280.6804066,5565,0.06478838622570038
1569095288.3059468,5665,0.06593038141727448
1569095295.4305518,5765,0.06228889897465706
1569095302.8478172,5865,0.06173780933022499
1569095310.991625,5909,0.060264796018600464
1569095318.416722,6009,0.05878462269902229
1569095325.484798,6109,0.05737071856856346
1569095332.8047168,6209,0.05886148288846016
1569095340.127508,6309,0.058809518814086914
1569095347.0350366,6409,0.05513889342546463
1569095354.1960173,6509,0.0591094009578228
1569095361.394798,6609,0.058728303760290146
1569095368.6487575,6709,0.059393174946308136
1569095376.3742456,6753,0.05479327216744423
1569095383.6528141,6853,0.0568976029753685
1569095390.987498,6953,0.05714898928999901
1569095398.3162355,7053,0.05547875165939331
1569095405.4063644,7153,0.05798770487308502
1569095412.5477998,7253,0.0544930137693882
1569095419.8123727,7353,0.057637378573417664
1569095427.0247924,7453,0.053710680454969406
1569095434.335423,7553,0.053245507180690765
1569095442.5432615,7597,0.06386762112379074
1569095450.1464655,7697,0.051480069756507874
1569095457.4031365,7797,0.05988122150301933
1569095465.171398,7897,0.05684893950819969
1569095472.4927206,7997,0.05181858688592911
1569095479.442013,8097,0.052516013383865356
1569095486.5824528,8197,0.05143290385603905
1569095494.2871783,8297,0.052617479115724564
1569095501.9228153,8397,0.04964708164334297
