Wall time,Step,Value
1569261680.7699385,5,2.109102249145508
1569261681.0342312,18,1.6328823566436768
1569261681.1479275,24,1.4670077562332153
1569261681.454109,40,1.2308582067489624
1569261681.4984975,42,1.0552648305892944
1569261681.5703065,45,1.0275039672851562
1569261681.7488284,53,0.9910165667533875
1569261681.8186414,56,0.9710423350334167
1569261682.1796863,71,0.7741994857788086
1569261682.241521,74,0.8946295976638794
1569261682.699298,94,0.8042361736297607
1569261686.937334,102,0.6052441596984863
1569261687.012135,106,0.5774211287498474
1569261687.3716822,126,0.5607986450195312
1569261687.6182728,139,0.5375394225120544
1569261687.9713287,155,0.6269441843032837
1569261688.0331633,158,0.40836501121520996
1569261688.2346249,167,0.43831866979599
1569261688.4929345,178,0.34369105100631714
1569261688.6126144,183,0.3794400990009308
1569261688.662482,185,0.48836272954940796
1569261688.7801664,190,0.34718024730682373
1569261693.7061422,229,0.2968299686908722
1569261693.8098643,234,0.4344947338104248
1569261694.156936,249,0.3072415888309479
1569261694.2756188,255,0.2383633255958557
1569261694.380339,260,0.28305476903915405
1569261694.5389156,267,0.3479858338832855
1569261694.6695657,273,0.25679412484169006
1569261695.1014113,292,0.30660924315452576
1569261699.580489,308,0.23779940605163574
1569261699.6303554,310,0.16094626486301422
1569261699.821843,318,0.24887968599796295
1569261700.1050856,330,0.2344379425048828
1569261700.291587,339,0.24187999963760376
1569261700.4551497,347,0.2013561725616455
1569261700.7932463,363,0.30685198307037354
1569261700.8720353,367,0.27410975098609924
1569261706.079652,421,0.18956631422042847
1569261706.1025896,422,0.22184328734874725
1569261706.4666164,439,0.12426107376813889
1569261706.5394218,442,0.2113141119480133
1569261706.6152184,445,0.21051810681819916
1569261706.9722645,460,0.23773136734962463
1569261707.0350964,463,0.17679236829280853
1569261707.0540454,464,0.3535836338996887
1569261707.271464,474,0.20785683393478394
1569261707.6200402,491,0.209977388381958
1569261707.659934,493,0.17396849393844604
1569261712.4659245,514,0.24148866534233093
1569261712.8740277,531,0.1535840928554535
1569261712.9887276,536,0.25327950716018677
1569261713.5731654,563,0.13459879159927368
1569261713.7716343,573,0.1639920473098755
1569261713.910264,579,0.11404396593570709
1569261713.9561408,581,0.16347110271453857
1569261714.0738268,586,0.3155744671821594
1569261714.0977623,587,0.20358645915985107
1569261718.7223835,602,0.12984967231750488
1569261719.1073537,620,0.1561918556690216
1569261719.1522334,622,0.11302462965250015
1569261719.393588,634,0.23449449241161346
1569261719.5611405,641,0.20084676146507263
1569261719.584079,642,0.15933272242546082
1569261719.6309533,644,0.10089908540248871
1569261719.7027614,647,0.2593693733215332
1569261719.749637,649,0.18853341042995453
1569261720.0428522,661,0.09333434700965881
1569261720.2493002,671,0.1487058699131012
1569261720.4707084,683,0.13497468829154968
1569261720.5854015,688,0.07000774145126343
1569261725.5974286,714,0.1146482527256012
1569261725.6941693,718,0.15352581441402435
1569261725.7729588,722,0.15319404006004333
1569261725.8008845,723,0.18216350674629211
1569261725.951481,730,0.12165817618370056
1569261726.1469586,739,0.13589802384376526
1569261726.2247508,743,0.08848811686038971
1569261726.306532,747,0.1786089539527893
1569261726.424217,752,0.09648828208446503
1569261726.525945,756,0.12949788570404053
1569261726.729401,765,0.1308935135602951
1569261726.8271396,769,0.15669965744018555
1569261726.8770065,771,0.14098289608955383
1569261726.9268737,773,0.07216814160346985
1569261727.0824206,780,0.24155524373054504
1569261727.1821544,785,0.11449720710515976
1569261727.2200527,787,0.13287431001663208
1569261727.3177917,792,0.1428714096546173
1569261727.3676581,794,0.08048023283481598
1569261727.4534295,798,0.10058923810720444
1569261732.082052,802,0.23015576601028442
1569261732.2156916,808,0.08763157576322556
1569261732.2456124,809,0.15743990242481232
1569261732.72134,832,0.14217063784599304
1569261732.8101022,836,0.17009097337722778
1569261740.2816513,869,0.09584677219390869
1569261740.4322493,876,0.12708765268325806
1569261740.5798557,882,0.08422672748565674
1569261740.9089746,896,0.16443540155887604
1569261741.0087082,900,0.14634263515472412
1569261741.164292,907,0.07967791706323624
1569261741.2081747,909,0.09443385154008865
1569261741.3487983,915,0.10373733937740326
1569261741.376724,917,0.142564058303833
1569261741.6759238,931,0.14842605590820312
1569261741.7008567,932,0.09051725268363953
1569261741.948195,942,0.11551854014396667
1569261746.1920354,945,0.2006891965866089
1569261746.36956,954,0.07498103380203247
1569261746.453336,958,0.10065748542547226
1569261746.5311282,962,0.08202077448368073
1569261746.7485478,971,0.05866368114948273
1569261746.7744775,972,0.17258034646511078
1569261746.9210851,978,0.12228593975305557
1569261746.945021,979,0.14077988266944885
1569261747.0617101,984,0.10620208829641342
1569261747.3110425,996,0.0884975716471672
1569261747.4396982,1002,0.07062460482120514
1569261747.500536,1005,0.12390938401222229
1569261747.7249663,1014,0.15752869844436646
1569261748.4420493,1044,0.07552257180213928
1569261753.4657495,1057,0.1186395138502121
1569261753.5894191,1063,0.05581648647785187
1569261753.6492586,1066,0.15328200161457062
1569261753.6841655,1068,0.10178158432245255
1569261753.7769172,1072,0.05706888437271118
1569261753.9125547,1078,0.08762519061565399
1569261754.0152795,1083,0.09796002507209778
1569261754.2207305,1093,0.050261277705430984
1569261754.3583622,1099,0.10251855850219727
1569261754.4700644,1104,0.14375588297843933
1569261754.711419,1114,0.06186814233660698
1569261754.8261118,1119,0.18530267477035522
1569261760.302497,1156,0.09946101903915405
1569261760.4012337,1160,0.06457652896642685
1569261760.4241717,1161,0.0886005088686943
1569261760.4491053,1162,0.14529448747634888
1569261760.8320804,1180,0.05404341593384743
1569261761.0824115,1192,0.11250682175159454
1569261761.1043534,1193,0.15236741304397583
1569261761.22503,1199,0.06211328133940697
1569261761.3716383,1206,0.14537180960178375
1569261761.915043,1232,0.07884757220745087
1569261762.179337,1244,0.037028223276138306
1569261766.8532846,1255,0.07902206480503082
1569261766.926089,1258,0.16478514671325684
1569261766.9988947,1261,0.054064054042100906
1569261767.429742,1281,0.07730811834335327
1569261767.5514169,1287,0.08704137802124023
1569261767.7109964,1294,0.1266198754310608
1569261767.8586013,1300,0.07448459416627884
1569261768.2246222,1316,0.050569698214530945
1569261768.282468,1319,0.04265357181429863
1569261768.4939032,1330,0.07844197750091553
1569261768.5477586,1333,0.3288428783416748
1569261768.612586,1336,0.05271239951252937
1569261768.6345267,1337,0.1437419354915619
1569261774.305247,1385,0.11236818134784698
1569261774.3601012,1388,0.050507646054029465
1569261774.4229321,1391,0.09764257818460464
1569261774.4418812,1392,0.03371923416852951
1569261774.9764524,1414,0.06214316561818123
1569261775.25371,1426,0.04869149252772331
1569261775.2866225,1428,0.09948478639125824
1569261775.3544414,1432,0.042703788727521896
1569261775.4322333,1436,0.07984574139118195
1569261775.5190015,1440,0.05361206457018852
1569261780.6419005,1465,0.11481557041406631
1569261780.6638417,1466,0.14910376071929932
1569261780.8942256,1477,0.08914195746183395
1569261781.0607805,1485,0.0824132189154625
1569261781.1515381,1489,0.06373675167560577
1569261781.1944222,1491,0.09458256512880325
1569261781.5544598,1508,0.12569278478622437
1569261781.910509,1523,0.1369020938873291
1569261781.9902954,1527,0.16555562615394592
1569261787.0972304,1552,0.07770352065563202
1569261787.4398243,1568,0.1342141330242157
1569261787.4607682,1569,0.06547330319881439
1569261787.8188112,1584,0.10003843903541565
1569261787.903584,1588,0.04646430164575577
1569261788.2606287,1604,0.12422578781843185
1569261788.2785811,1605,0.10618932545185089
1569261788.572795,1618,0.11405282467603683
1569261788.7493224,1627,0.06759095191955566
1569261788.8600266,1632,0.04365033656358719
1569261788.9827044,1637,0.028479065746068954
1569261789.0525174,1640,0.14370082318782806
1569261793.678646,1645,0.14855319261550903
1569261793.723525,1648,0.15474772453308105
1569261794.0137496,1660,0.03990943357348442
1569261794.1892805,1668,0.13907939195632935
1569261794.334891,1675,0.09827912598848343
1569261794.4785073,1682,0.0974682867527008
1569261801.600803,1691,0.04215271770954132
1569261801.685576,1695,0.09108981490135193
1569261801.711507,1696,0.07015839964151382
1569261801.7354429,1697,0.09085126221179962
1569261801.7813196,1699,0.06939639896154404
1569261801.8561203,1702,0.049072131514549255
1569261802.0166907,1709,0.04173958674073219
1569261802.195213,1718,0.08901888132095337
1569261802.386701,1728,0.04192052036523819
1569261802.457512,1732,0.07401001453399658
1569261802.4964075,1734,0.13761740922927856
1569261802.5572455,1737,0.02729763835668564
1569261802.6579764,1742,0.03843781724572182
1569261802.710835,1745,0.06342574954032898
1569261802.7337747,1746,0.036358240991830826
1569261802.7487333,1747,0.07076450437307358
1569261803.1317089,1766,0.09068119525909424
1569261803.3481312,1775,0.07821347564458847
1569261803.4857624,1781,0.07146836072206497
1569261803.6253903,1788,0.10789094865322113
1569261808.23708,1789,0.18167729675769806
1569261808.4001522,1798,0.04952416568994522
1569261808.5637147,1805,0.05799552798271179
1569261809.0578852,1826,0.08030229061841965
1569261809.1436548,1830,0.073344387114048
1569261809.3550894,1840,0.09476979821920395
1569261809.4408607,1844,0.15094873309135437
1569261809.6233718,1853,0.08495498448610306
1569261809.8766947,1866,0.09217625856399536
1569261809.9315484,1869,0.08938441425561905
1569261810.03926,1875,0.05391502380371094
1569261810.0781562,1877,0.09405407309532166
1569261815.3340244,1911,0.06983853131532669
1569261815.4457269,1917,0.09399671852588654
1569261815.814626,1934,0.09966658055782318
1569261815.8634946,1936,0.08374778926372528
1569261816.048002,1944,0.06666330993175507
1569261816.1188133,1947,0.1303953230381012
1569261816.159703,1949,0.10813220590353012
1569261816.575591,1967,0.06433272361755371
1569261816.9096973,1981,0.18284592032432556
1569261816.9575696,1983,0.06869751214981079
1569261822.0373528,2001,0.14099931716918945
1569261822.1161413,2005,0.09515254944562912
1569261822.2637463,2013,0.08979441225528717
1569261822.6098206,2030,0.10166510939598083
1569261822.7404726,2036,0.12307420372962952
1569261823.266066,2060,0.05711712688207626
1569261823.5493164,2072,0.07142914086580276
1569261823.572255,2073,0.11378685384988785
1569261823.6380796,2076,0.02059081196784973
1569261823.6630113,2077,0.07275459170341492
1569261823.7088902,2079,0.056877829134464264
1569261823.748783,2081,0.027665846049785614
1569261823.8455236,2085,0.08699029684066772
1569261828.3858364,2089,0.06796324998140335
1569261828.4686148,2094,0.06671179831027985
1569261828.5095055,2096,0.04673110321164131
1569261828.8456063,2111,0.04885828495025635
1569261829.5188074,2145,0.06290823966264725
1569261829.6025825,2149,0.06663542240858078
1569261829.6404812,2151,0.03752248361706734
1569261829.756172,2156,0.11310561001300812
1569261829.964614,2165,0.06169835478067398
1569261830.220929,2177,0.05529811233282089
1569261830.4523103,2187,0.06617133319377899
1569261835.116705,2189,0.11740200966596603
1569261835.1456282,2191,0.09230140596628189
1569261835.1625834,2192,0.07388248294591904
1569261835.250857,2196,0.02045872062444687
1569261835.317679,2199,0.01860998570919037
1569261835.4942062,2207,0.05609283223748207
1569261835.5819714,2211,0.0841154009103775
1569261835.8522503,2225,0.042255960404872894
1569261835.9729266,2231,0.08197978138923645
